log10_ratio,density
0.07752645922093976,0.3634047155687087
0.07788728535756767,0.35939767907666154
0.07824811149419561,0.3552839691003546
0.07860893763082352,0.35106334629715813
0.07896976376745146,0.34673607078417823
0.07933058990407937,0.34230290168739147
0.07969141604070731,0.3377650945672414
0.08005224217733523,0.33312439677490013
0.08041306831396317,0.32838304080246306
0.08077389445059108,0.32354373569867717
0.08113472058721902,0.3186096566295421
0.08149554672384693,0.31358443267025227
0.08185637286047487,0.30847213292172404
0.08221719899710278,0.3032772510506621
0.08257802513373072,0.2980046883576339
0.08293885127035863,0.2926597354820432
0.08329967740698657,0.287248052857064
0.08366050354361448,0.28177565003052046
0.08402132968024242,0.27624886397055765
0.08438215581687034,0.2706743364764745
0.08474298195349828,0.26505899081628076
0.08510380809012622,0.2594100077128533
0.08546463422675413,0.2537348008001982
0.08582546036338207,0.24804099167007404
0.08618628650000998,0.24233638462766705
0.08654711263663792,0.23662894127214987
0.08690793877326583,0.23092675501505125
0.08726876490989377,0.22523802564533008
0.08762959104652168,0.21957103404561906
0.08799041718314962,0.2139341171591009
0.08835124331977753,0.2083356433008046
0.08871206945640547,0.20278398790107224
0.08907289559303339,0.19728750976236936
0.08943372172966133,0.19185452790374405
0.08979454786628924,0.18649329905989376
0.09015537400291718,0.18121199589438935
0.09051620013954509,0.1760186859787693
0.09087702627617303,0.17092131158149898
0.09123785241280094,0.1659276703027502
0.09159867854942888,0.16104539658321676
0.09195950468605679,0.15628194410723614
0.09232033082268473,0.1516445691130254
0.09268115695931264,0.14714031461529006
0.09304198309594058,0.14277599553851136
0.0934028092325685,0.13855818475247256
0.09376363536919644,0.13449319999531156
0.09412446150582435,0.13058709166369953
0.09448528764245229,0.12684563144452268
0.0948461137790802,0.1232743017579265
0.09520693991570814,0.11987828597763256
0.09556776605233608,0.11666245939129462
0.09592859218896399,0.11363138086117024
0.09628941832559193,0.1107892851436602
0.09665024446221984,0.10814007582536954
0.09701107059884778,0.10568731883313201
0.0973718967354757,0.10343423647607031
0.09773272287210363,0.10138370197914759
0.09809354900873155,0.09953823446971863
0.09845437514535949,0.0978999943814744
0.0988152012819874,0.09647077924360369
0.09917602741861534,0.09525201982714457
0.09953685355524325,0.09424477662513914
0.09989767969187119,0.09344973664844412
0.1002585058284991,0.09286721052461996
0.10061933196512704,0.09249712989333367
0.10098015810175495,0.09233904509796473
0.10134098423838289,0.09239212317955833
0.1017018103750108,0.0926551461858318
0.10206263651163874,0.09312650981451001
0.10242346264826666,0.09380422241675228
0.1027842887848946,0.09468590439274854
0.10314511492152251,0.09576878801759663
0.10350594105815045,0.09704971774125215
0.10386676719477836,0.0985251510115575
0.1042275933314063,0.10019115967403934
0.10458841946803421,0.10204343200621381
0.10494924560466215,0.10407727544749744
0.10531007174129009,0.10628762008840205
0.105670897877918,0.10866902298444883
0.10603172401454594,0.11121567336109933
0.10639255015117385,0.11392139877593783
0.1067533762878018,0.11677967230331011
0.1071142024244297,0.1197836208045974
0.10747502856105765,0.12292603434428238
0.10783585469768556,0.12619937680791943
0.1081966808343135,0.12959579777309194
0.10855750697094141,0.13310714567841178
0.10891833310756935,0.13672498232865257
0.10927915924419726,0.14044059876622036
0.1096399853808252,0.14424503253043702
0.11000081151745311,0.14812908631656968
0.11036163765408105,0.15208334803630133
0.11072246379070896,0.15609821227043405
0.1110832899273369,0.16016390309319822
0.11144411606396482,0.16427049823563503
0.11180494220059276,0.16840795454332882
0.11216576833722067,0.17256613467127782
0.1125265944738486,0.17673483494616374
0.11288742061047652,0.18090381431370625
0.11324824674710446,0.1850628242763863
0.11360907288373237,0.18920163971465628
0.11396989902036031,0.1933100904730009
0.11433072515698822,0.19737809358093708
0.11469155129361616,0.20139568596843896
0.11505237743024407,0.20535305752538915
0.11541320356687201,0.20924058434567538
0.11577402970349995,0.21304886198851483
0.11613485584012787,0.2167687385826679
0.1164956819767558,0.22039134759342519
